Time (mins),Trocken-biomasse,Gesamt-Zellzahl,Lebendzellzahl,OD
0.0,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
